DomLoadTime (sec),PageLoadTime (sec) ,From Page,To Page,ResponseCode,ResponseMessage,ThreadName,DataType,Success,FailureMessage,Bytes,GrpThreads,AllThreads,Latency,IdleTime
3.967,5.6,Log In — WordPress.com,Log In — WordPress.com,200,OK,Global Brands,text,true,,0,1,1,0,0
2.524,4.68,Log In — WordPress.com,Log In — WordPress.com,200,OK,Global Brands,text,true,,0,1,1,0,0
